scenario,sector,product_category,product_long,flow_category,flow_long,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
pathway,Commercial,Electricity and Heat,Electricity,Final consumption,Commercial and public services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pathway,Electric Power,Electricity and Heat,Electricity,Energy industry own use and Losses,Losses,183.5998,244.799,280.80015000000003,341.99940000000004,309.60065,446.4004,471.6006,466.5714,548.36805,610.3897,630.2593745263806,651.9869071060905,673.7144396858002,695.44197226551,717.1695048452199,738.8970374249297,760.6245700046395,782.3521025843493,804.0796351640591,825.807167743769,847.5347003234788,869.2622329031885,890.9897654828984,912.7172980626084,934.444830642318,956.1723632220278,977.8998958017376,999.6274283814475,1021.3549609611572,1043.082493540867,1064.8100261205768,1086.5375587002868,1108.2650912799966,1129.9926238597063,1151.7201564394163,1173.4476890191258,1195.1752215988358,1216.9027541785458,1238.6302867582554,1260.357819337965,1282.085351917675
pathway,Electric Power,Electricity and Heat,Hydro,Electricity output,Electricity output -main activity producer electricity plants,403.2,536.4,651.6,529.2,734.4,1015.2,1087.2,1004.3244000000002,1116.4014,1239.1488,1279.4861178573542,1323.5950632132608,1422.611818667449,1521.6285741216366,1620.6453295758242,1719.662085030012,1818.6788404842005,1917.695595938388,2016.712351392576,2115.729106846764,2214.745862300952,2313.76261775514,2412.779373209328,2511.7961286635154,2610.812884117704,2709.829639571891,2808.84639502608,2907.863150480267,3006.879905934455,3105.8966613886428,3204.9134168428304,3303.9301722970185,3402.946927751206,3501.9636832053943,3600.9804386595824,3699.997194113769,3799.013949567958,3898.030705022146,3997.0474604763335,4096.064215930522,4195.08097138471
pathway,Electric Power,Electricity and Heat,Hydro,Transformation processes,Main activity producer electricity plants,403.2007,536.4001499999999,651.60005,529.1995,734.3991,1015.19925,1087.19945,1004.3206,1116.408,1239.1410500000002,1279.478115575939,1323.5867850615657,1367.6954545471924,1411.8041240328191,1455.912793518446,1500.0214630040728,1544.1301324896997,1588.2388019753262,1632.347471460953,1676.4561409465798,1720.5648104322063,1764.6734799178334,1808.78214940346,1852.8908188890869,1896.9994883747136,1941.1081578603405,1985.216827345967,2029.3254968315937,2073.434166317221,2117.5428358028475,2161.6515052884743,2205.760174774101,2249.868844259728,2293.9775137453544,2338.086183230981,2382.194852716608,2426.3035222022345,2470.412191687861,2514.520861173488,2558.6295306591146,2602.7382001447418
pathway,Electric Power,Electricity and Heat,Rooftop solar photovoltaics,Electricity output,Electricity output -main activity producer electricity plants,0.0,0.0,0.0,0.0,4.320000000000001,12.96,18.144,13.42656,13.84128,13.84128,14.291847446712326,14.784543935766589,15.8905601276339,16.9965763195012,18.102592511368503,19.20860870323581,20.314624895103123,21.42064108697042,22.52665727883773,23.63267347070504,24.738689662572344,25.844705854439653,26.950722046306957,28.05673823817426,29.16275443004157,30.268770621908875,31.37478681377618,32.48080300564349,33.5868191975108,34.6928353893781,35.7988515812454,36.90486777311271,38.01088396498001,39.11690015684732,40.22291634871464,41.32893254058192,42.43494873244924,43.54096492431655,44.646981116183845,45.75299730805116,46.85901349991847
pathway,Electric Power,Electricity and Heat,Rooftop solar photovoltaics,Transformation processes,Main activity producer electricity plants,0.0,0.0,0.0,0.0,4.319999999999999,12.96,18.144,13.4304,13.836,13.836,14.286395569825311,14.778904111127476,15.27141265242964,15.763921193731804,16.25642973503397,16.74893827633613,17.241446817638295,17.733955358940456,18.22646390024262,18.718972441544786,19.21148098284695,19.70398952414911,20.19649806545128,20.68900660675344,21.181515148055603,21.674023689357767,22.16653223065993,22.659040771962093,23.15154931326425,23.64405785456642,24.136566395868584,24.62907493717075,25.12158347847291,25.61409201977507,26.10660056107724,26.5991091023794,27.09161764368157,27.58412618498373,28.07663472628589,28.569143267588053,29.06165180889022
pathway,Electric Power,Electricity and Heat,Utility solar photovoltaics,Electricity output,Electricity output -main activity producer electricity plants,0.0,0.0,0.0,0.0,10.8,32.4,45.36,33.5664,34.6032,34.6032,35.72961861678081,36.96135983941647,39.72640031908474,42.491440798753,45.25648127842126,48.02152175808953,50.7865622377578,53.55160271742604,56.31664319709433,59.081683676762594,61.84672415643085,64.61176463609912,67.37680511576738,70.14184559543564,72.90688607510391,75.67192655477218,78.43696703444044,81.2020075141087,83.96704799377699,86.73208847344523,89.49712895311349,92.26216943278176,95.02720991245002,97.79225039211828,100.55729087178656,103.3223313514548,106.0873718311231,108.85241231079137,111.6174527904596,114.38249327012788,117.14753374979615
pathway,Electric Power,Electricity and Heat,Utility solar photovoltaics,Transformation processes,Main activity producer electricity plants,0.0,0.0,0.0,0.0,10.8,32.4,45.35999999999999,33.576,34.59,34.59,35.715988924563284,36.94726027781869,38.1785316310741,39.40980298432951,40.64107433758492,41.872345690840326,43.103617044095735,44.33488839735114,45.56615975060655,46.79743110386196,48.02870245711737,49.25997381037278,50.49124516362819,51.7225165168836,52.95378787013901,54.18505922339442,55.41633057664983,56.64760192990524,57.87887328316064,59.11014463641605,60.34141598967146,61.57268734292687,62.80395869618228,64.03523004943769,65.2665014026931,66.4977727559485,67.72904410920391,68.96031546245932,70.19158681571473,71.42285816897014,72.65412952222555
pathway,Industrial,Electricity and Heat,Electricity,Final consumption,Final consumption not elsewhere specified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.50054482600423,42.06147774085745,67.99137590231999,97.60322104191562,131.20330490273403,169.0769640400564,211.4713866948636,258.5762507685391,310.5035689546376,367.26873732713193,428.7752555327024,494.80572940426254,565.0214229227923,638.9717316058607,716.1135915468138,795.8392717616265,877.5095880928488,960.4886873287948,1044.1764100746673,1128.0348627736412,1211.60701093057,1294.526515187595,1376.519330545043,1457.3985340246438,1537.0543379441372,1615.441316138356,1692.5646323370124,1768.466652768293,1843.214871724296,1916.8916646367816
pathway,Industrial,Electricity and Heat,Electricity,Final consumption,Food and tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7595867010948263,8.103682065616503,13.091391635314558,18.78263921017893,25.23602845461744,32.50609476741094,40.63999408836936,49.67377448849512,59.62849497999052,70.50657534011992,82.2888518163706,94.93284164862422,108.37265405488202,122.52081403515012,137.2720045722905,152.508431068931,168.10623935588706,183.94224530611996,199.9002047559257,215.8759702471197,231.7811077874861,247.54481875055055,263.11426373065456,278.4535693435407,293.54189581049565,308.370958242662,322.9423494715242,337.2649339137275,351.3524941728973,365.22173156005647
pathway,Industrial,Electricity and Heat,Electricity,Final consumption,Industry not elsewhere specified,226.7995,244.799,277.19985,284.4005,298.79970000000003,316.79920000000004,334.8008,348.15875000000005,377.97795,413.5301,425.1813794808455,463.9504616013184,508.0388768476119,558.1639298660241,615.0637345398667,679.470216886506,752.0737331816589,833.4797804493896,924.1596008209888,1024.3980881811085,1134.2440505936995,1253.4691765648968,1381.542525417854,1517.626590737591,1660.598781202733,1809.098725068353,1961.597766971196,2116.4833235568112,2272.14834250863,2427.0755864726693,2579.9079068268165,2729.4985944573305,2874.9394619906816,3015.5676560251504,3150.95468334368,3280.8824859629904,3405.3116753352465,3524.346510051984,3638.20022130782,3747.1631681177214,3851.575260732594
pathway,Industrial,Electricity and Heat,Electricity,Final consumption,Non-metallic minerals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.922493385908062,31.320658873326565,49.23583430654819,68.70373345613889,89.75364688075962,112.40781017291182,136.6810304064512,162.5806618643382,190.10700643025405,219.254177909037,250.0114120468211,282.36473012728743,316.2987859490776,351.79866209622327,388.8513518589355,427.4466830720694,467.5775127244911,509.2391342432789,552.4279675735992,597.139715096021,643.3672386620184,691.0984322412565,740.3143339558111,790.9876557048175,843.081828363019,896.5505841483694,951.3380375946238,1007.3791877940806,1064.600746406882,1122.9221940267932
pathway,Residential,Electricity and Heat,Electricity,Final consumption,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pathway,Transportation,Electricity and Heat,Electricity,Final consumption,International aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.089980862175713,11.329123703257997,18.875716679573078,27.893047338599864,38.54347154772893,50.98061717820626,65.33983174012145,81.72728107655576,100.20846606511412,120.79728962932386,143.4470885995628,168.04513795118712,194.41194620899813,222.3061526264328,251.4350608410149,281.4699485799073,312.06449061236145,342.8741300379717,373.57415911849415,403.8746269470967,433.5308573542608,462.3491464018503,490.1879250293414,516.9551871120448,542.6032461847143,567.1219171969898,590.5310878558779,612.8734241330164,634.2077123597196,654.6031207602704
pathway,Transportation,Electricity and Heat,Electricity,Final consumption,Road – 2&3-wheel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.187122805373302,7.093800447830118,11.819146029464148,17.465403051871007,24.134231639431896,31.921826828090342,40.91293729328103,51.17403943025921,62.74614701617645,75.63796545206172,89.82027630741388,105.22249611512234,121.73223518464296,139.19836400085129,157.4376089371549,176.24413852173438,195.4010990824676,214.69274419814636,233.91575612246487,252.8885803127585,271.4580112814392,289.5027601169293,306.93418248174544,323.6946681753443,339.7543580243795,355.1068745969596,369.7646707030783,383.7544619031478,397.1130576198846,409.88376796210616
pathway,Transportation,Electricity and Heat,Electricity,Final consumption,Road – Buses&Vans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.382293857388291,9.75397561576641,16.251325790513203,24.014929196322637,33.18456850421886,43.89251188862424,56.255288778261416,70.36430421660643,86.27595214724262,104.00220249658489,123.50287992269408,144.68093215829322,167.38182337888412,191.39775050117052,216.476712288588,242.3356904673848,268.6765112383929,295.20252327245123,321.63416466838925,347.7217979300429,373.2547655119789,398.0662951607778,422.03450091240006,445.0801687410985,467.1622422835218,488.2719525708195,508.4264222167327,527.6623851168283,546.0304542273414,563.5901809478961
pathway,Transportation,Electricity and Heat,Electricity,Final consumption,Road – Light-duty vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.935614026866512,35.46900223915058,59.09573014732074,87.32701525935505,120.67115819715949,159.60913414045177,204.5646864664052,255.87019715129617,313.7307350808823,378.1898272603087,449.1013815370695,526.1124805756119,608.6611759232151,695.9918200042566,787.1880446857747,881.2206926086722,977.0054954123382,1073.463720990732,1169.5787806123249,1264.4429015637932,1357.2900564071963,1447.513800584647,1534.670912408728,1618.4733408767224,1698.7717901218984,1775.534372984799,1848.8233535153925,1918.77230951574,1985.565288099424,2049.418839810532
pathway,Transportation,Electricity and Heat,Electricity,Final consumption,Road – Trucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33400437753817,36.35572729512935,60.57312340100374,89.51019064083891,123.68793715208844,163.599362493963,209.67880362806525,262.2669520800785,321.57400345790427,387.64457294181625,460.32891607549607,539.2652925900019,623.8777053212951,713.391615504363,806.8677458029188,903.2512099238884,1001.4306327976462,1100.3003140154997,1198.8182501276324,1296.0539741028872,1391.2223078173758,1483.7016455992627,1573.0376852189454,1658.9351743986394,1741.2410848749446,1819.9227323094176,1895.043937353276,1966.741617253632,2035.204420301908,2100.654310805794
pathway,Electric Power,Electricity and Heat,Storage,Electricity output,Electricity output -main activity producer electricity plants,80.64,107.28,130.32000000000002,105.84000000000002,146.88,203.04,217.44000000000003,200.86488000000008,223.28028,247.82976,255.89722357147085,264.71901264265216,284.5223637334898,304.3257148243273,324.12906591516486,343.9324170060024,363.7357680968401,383.5391191876776,403.3424702785153,423.1458213693528,442.9491724601904,462.75252355102793,482.5558746418655,502.3592257327031,522.1625768235407,541.9659279143783,561.7692790052159,581.5726300960534,601.3759811868911,621.1793322777286,640.9826833685661,660.7860344594037,680.5893855502413,700.392736641079,720.1960877319166,739.9994388227539,759.8027899135917,779.6061410044292,799.4094920952667,819.2128431861044,839.0161942769421
pathway,Electric Power,Electricity and Heat,Storage,Electricity output,Electricity output -main activity producer electricity plants,0.0,0.0,0.0,0.0,0.8640000000000003,2.5920000000000005,3.6288,2.685312,2.768256,2.768256,2.8583694893424654,2.956908787153318,3.17811202552678,3.3993152639002404,3.620518502273701,3.8417217406471615,4.062924979020624,4.284128217394084,4.505331455767547,4.726534694141008,4.947737932514469,5.168941170887931,5.390144409261391,5.611347647634852,5.832550886008314,6.053754124381776,6.274957362755236,6.496160601128698,6.71736383950216,6.93856707787562,7.15977031624908,7.380973554622543,7.602176792996002,7.823380031369465,8.044583269742928,8.265786508116385,8.486989746489849,8.70819298486331,8.92939622323677,9.150599461610232,9.371802699983697
pathway,Electric Power,Electricity and Heat,Storage,Electricity output,Electricity output -main activity producer electricity plants,0.0,0.0,0.0,0.0,2.16,6.48,9.072,6.713280000000001,6.920640000000001,6.920640000000001,7.145923723356162,7.392271967883293,7.945280063816948,8.498288159750599,9.051296255684251,9.604304351617904,10.15731244755156,10.71032054348521,11.263328639418866,11.81633673535252,12.36934483128617,12.922352927219826,13.475361023153477,14.02836911908713,14.581377215020783,15.134385310954436,15.68739340688809,16.24040150282174,16.7934095987554,17.34641769468905,17.899425790622697,18.452433886556356,19.005441982490005,19.55845007842366,20.111458174357317,20.66446627029096,21.21747436622462,21.77048246215827,22.323490558091923,22.87649865402558,23.42950674995923
baseline,Transportation,Biofuels and Waste,Biofuels and Waste,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Biofuels and Waste,Biofuels and Waste,Final consumption,World marine bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World marine bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World marine bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,Transportation,Oil products,Oil products,Final consumption,World aviation bunkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
