model,scenario,sector,product_long,flow_category,flow_long,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,Agriculture,Biochar,Emissions,CO2,Tg dm /yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,Forests & Wetlands,Improved Forest Mgmt,Emissions,CH4,m3/yr,0.0,0.0019995713673381,0.0039991427346763,0.0059987141020145,0.0079982854693527,0.0099978568366909,0.0119974282040291,0.0139969995713673,0.0159965709387055,0.0179961423060437,0.0199957136733819,0.0219952850407201,0.0239948564080582,0.0259944277753964,0.0279939991427346,0.0299935705100728,0.031993141877411,0.0339927132447492,0.0359922846120874,0.0379918559794256,0.0399914273467638,0.041990998714102,0.0439905700814402,0.0459901414487783,0.0479897128161165,0.0499892841834547,0.0499892841834547,0.0499892841834547,0.0499892841834547,0.0499892841834547,0.0499892841834547,0.0510348491075589,0.0528690997886158,0.0547033504696727,0.0565376011507297,0.0583718518317866,0.0602061025128435,0.0620403531939004,0.0638746038749573,0.0657088545560142,0.0675431052370711,0.0693773559181281,0.071211606599185,0.0730458572802419,0.0748801079612988,0.0767143586423557,0.0785486093234126,0.0803828600044695,0.0822171106855265,0.0840513613665834,0.0858856120476403,0.0877198627286972,0.0895541134097541,0.091388364090811,0.093222614771868,0.0950568654529249,0.0968911161339818,0.0987253668150387,0.1005596174960956,0.1023938681771525,0.1042281188582094
PD22,baseline,Forests & Wetlands,Natural Regeneration,Emissions,CH4,Mha/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,Agriculture,Nitrogen Fertilizer Management,Emissions,N2O,Mha/yr,0.0,0.483157894736842,0.966315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PD22,baseline,Agriculture,Optimal Intensity,Emissions,CO2,Mha/yr,0.0,0.0024998874938121,0.0049997749876243,0.0074996624814364,0.0099995499752486,0.0124994374690608,0.0149993249628729,0.0174992124566851,0.0199990999504972,0.0224989874443094,0.0249988749381216,0.0274987624319337,0.0299986499257459,0.032498537419558,0.0349984249133702,0.0374983124071824,0.0399981999009945,0.0424980873948067,0.0449979748886188,0.047497862382431,0.0499977498762432,0.0524976373700553,0.0549975248638675,0.0574974123576796,0.0599972998514918,0.0624971873453006,0.0649970748391126,0.0674969623329246,0.0699968498267367,0.0724967373205487,0.0749966248143607,0.0774965123081727,0.0799963998019848,0.0824962872957968,0.0849961747896088,0.0874960622834208,0.0899959497772329,0.0924958372710449,0.0949957247648569,0.0974956122586689,0.099995499752481,0.102495387246293,0.104995274740105,0.107495162233917,0.1099950497277291,0.1124949372215411,0.1149948247153531,0.1174947122091651,0.1199945997029772,0.1224944871967892,0.1249943746906012,0.1274942621844133,0.1299941496782253,0.1324940371720373,0.1349939246658493,0.1374938121596614,0.1399936996534734,0.1424935871472854,0.1449934746410974,0.1474933621349095,0.1499932496287215
PD22,baseline,Forests & Wetlands,Peat Restoration,Emissions,CH4,Mha/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,Agriculture,Silvopasture,Emissions,CO2,Mha,0.0,0.0049027237354085,0.0098054474708171,0.0147081712062256,0.0196108949416342,0.0245136186770428,0.0294163424124513,0.0343190661478599,0.0392217898832684,0.044124513618677,0.0490272373540856,0.0539299610894941,0.0588326848249027,0.0637354085603112,0.0686381322957198,0.0735408560311284,0.0784435797665369,0.0833463035019455,0.088249027237354,0.0931517509727626,0.0980544747081712,0.1029571984435797,0.1078599221789883,0.1127626459143969,0.1176653696498054,0.1225680933851691,0.1274708171205745,0.1323735408559798,0.1372762645913852,0.1421789883267905,0.1470817120621959,0.1519844357976012,0.1568871595330065,0.1617898832684119,0.1666926070038172,0.1715953307392226,0.1764980544746279,0.1814007782100333,0.1863035019454386,0.191206225680844,0.1961089494162493,0.2010116731516547,0.20591439688706,0.2108171206224653,0.2157198443578707,0.220622568093276,0.2255252918286814,0.2304280155640867,0.2353307392994921,0.2402334630348974,0.2451361867703028,0.2500389105057081,0.2549416342411135,0.2598443579765188,0.2647470817119242,0.2696498054473295,0.2745525291827349,0.2794552529181402,0.2843579766535455,0.2892607003889509,0.2941634241243562
PD22,pathway,Agriculture,Biochar,Emissions,CO2,Tg dm /yr,0.0,6.478851178652542e-07,1.2957702357305084e-06,1.2957702357305084e-06,1.2957702357305084e-06,1.2957702357305084e-06,1.2957702357305084e-06,1.2957702357305084e-06,1.6296802580149086e-06,1.963590280299309e-06,2.297500302583709e-06,2.6314103248681093e-06,2.9653203471525096e-06,3.4656870074115217e-06,3.966053667670533e-06,4.466420327929545e-06,4.9667869881885566e-06,5.467153648447568e-06,7.895227720939505e-06,1.032330179343144e-05,1.275137586592338e-05,1.5179449938415317e-05,1.7607524010907253e-05,2.001715827619841e-05,2.2426792541489567e-05,2.6101464030509936e-05,2.9776135519530294e-05,3.345080700855066e-05,3.595264030984572e-05,4.111246383828029e-05,4.627228736671484e-05,5.143211089514941e-05,5.225442662167068e-05,5.3076742348191976e-05,6.267042582427362e-05,7.226410930035528e-05,7.420776465395103e-05,7.615142000754679e-05,7.809507536114256e-05,8.400079739706816e-05,8.990651943299373e-05,9.037275022523214e-05,9.845285462846194e-05,0.0001071284389398,0.0001164205537523,0.0001263468862646,0.0001369209928296,0.0001481515086102,0.0001600413586547,0.0001725869998701,0.0001857777278847,0.0001995950860736,0.000214012415525,0.0002289945838883,0.0002444979274469,0.0002604704341603,0.0002768521858571,0.0002935760655901,0.0003105687221079,0.0003277517684544,0.0003450431771326
PD22,pathway,Agriculture,Optimal Intensity,Emissions,CO2,Mha/yr,0.0,0.0092583333333333,0.0185166666666666,0.027775,0.0370333333333333,0.0462916666666666,0.05555,0.0648083333333333,0.0740666666666666,0.083325,0.0925833333333333,0.1018416666666666,0.1111,0.1203583333333333,0.1296166666666666,0.138875,0.1481333333333333,0.1573916666666666,0.16665,0.1759083333333333,0.1851666666666666,0.194425,0.2036833333333333,0.2129416666666666,0.2222,0.2314583333333209,0.2407166666666537,0.2499749999999865,0.2592333333333194,0.2684916666666522,0.277749999999985,0.2870083333333179,0.2962666666666507,0.2808138789807557,0.331571317200282,0.3823287554198082,0.3926120805655824,0.4028954057113565,0.4131787308571306,0.4444242188000599,0.475669706742989,0.4781364006559246,0.5208859244521554,0.5667859623055772,0.6159478868881496,0.6684652761161508,0.7244098527779557,0.7838273030546298,0.8467331025396717,0.9131085057416112,0.9828968788873724,1.0560005732480906,1.1322785441386771,1.2115449163294834,1.2935686775709232,1.3780746470185974,1.464745814745809,1.5532270841613711,1.643130374752395,1.7340409635300276,1.8255248664438832
PD22,pathway,Agriculture,Silvopasture,Emissions,CO2,Mha,0.0,0.001575,0.00315,0.004725,0.0063,0.007875,0.00945,0.011025,0.0126,0.014175,0.01575,0.017325,0.0189,0.020475,0.02205,0.023625,0.0252,0.026775,0.02835,0.029925,0.0315,0.033075,0.03465,0.036225,0.0378,0.0393749999999855,0.0409499999999845,0.0425249999999835,0.0440999999999824,0.0456749999999814,0.0472499999999804,0.0488249999999793,0.0503999999999783,0.0519749999999773,0.0535499999999763,0.0551249999999752,0.0566999999999742,0.0582749999999731,0.0598499999999721,0.0614249999999711,0.0629999999999701,0.064574999999969,0.066149999999968,0.0491643014420593,0.0534287184184738,0.0579841960179056,0.062836955637888,0.067990960201512,0.0734475520969001,0.0792051052975543,0.0852587072613928,0.0915998877159306,0.0982164121248953,0.1050921572487772,0.1122070845604587,0.1195373242486092,0.127055378152313,0.1347304443868882,0.1425288599673841,0.1504146508799841,0.1583501723626562
