model,scenario,sector,product_long,flow_category,flow_long,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,Agriculture,Biochar,Emissions,CO2,Tg dm /yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,Agriculture,Cropland Soil Health,Emissions,CO2,Mha/yr,0.0,0.0002118027057795,0.0004236054115591,0.0006354081173386,0.0008472108231182,0.0010590135288978,0.0012708162346773,0.0014826189404569,0.0016944216462365,0.001906224352016,0.0021180270577956,0.0023298297635752,0.0025416324693547,0.0027534351751343,0.0029652378809139,0.0031770405866934,0.003388843292473,0.0036006459982526,0.0038124487040321,0.0040242514098117,0.0042360541155913,0.0044478568213708,0.0046596595271504,0.00487146223293,0.0050832649387095,0.0052950676444891,0.0055068703502385,0.0057186730560161,0.0059304757617937,0.0061422784675713,0.0063540811733489,0.0065658838791264,0.006777686584904,0.0069894892906816,0.0072012919964592,0.0074130947022368,0.0076248974080144,0.007836700113792,0.0080485028195695,0.0082603055253471,0.0084721082311247,0.0086839109369023,0.0088957136426799,0.0091075163484575,0.0093193190542351,0.0095311217600126,0.0097429244657902,0.0099547271715678,0.0101665298773454,0.010378332583123,0.0105901352889006,0.0108019379946782,0.0110137407004557,0.0112255434062333,0.0114373461120109,0.0116491488177885,0.0118609515235661,0.0120727542293437,0.0122845569351213,0.0124963596408989,0.0127081623466764
PD22,baseline,Forests & Wetlands,Improved Forest Mgmt,Emissions,CH4,m3/yr,0.0,0.0019999999913994,0.0039999999827989,0.0059999999741984,0.0079999999655979,0.0099999999569974,0.0119999999483969,0.0139999999397964,0.0159999999311959,0.0179999999225954,0.0199999999139949,0.0219999999053944,0.0239999998967939,0.0259999998881934,0.0279999998795929,0.0299999998709924,0.0319999998623919,0.0339999998537914,0.0359999998451909,0.0379999998365904,0.0399999998279899,0.0419999998193894,0.0439999998107888,0.0459999998021883,0.0479999997935878,0.0499999997849873,0.0499999997849873,0.0499999997849873,0.0499999997849873,0.0499999997849873,0.0499999997849873,0.051050283752005,0.0528849862902376,0.0547196888284702,0.0565543913667028,0.0583890939049354,0.060223796443168,0.0620584989814005,0.0638932015196331,0.0657279040578657,0.0675626065960983,0.0693973091343309,0.0712320116725635,0.0730667142107961,0.0749014167490287,0.0767361192872613,0.0785708218254939,0.0804055243637265,0.082240226901959,0.0840749294401916,0.0859096319784242,0.0877443345166568,0.0895790370548894,0.091413739593122,0.0932484421313546,0.0950831446695872,0.0969178472078198,0.0987525497460524,0.100587252284285,0.1024219548225175,0.1042566573607501
PD22,baseline,Forests & Wetlands,Natural Regeneration,Emissions,CH4,Mha/yr,0.0,0.0824138740536416,0.1648277481072832,0.2472416221609248,0.3296554962145665,0.4120693702682081,0.4944832443218497,0.5768971183754914,0.659310992429133,0.7417248664827747,0.8241387405364162,0.906552614590058,0.9889664886436996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PD22,baseline,Agriculture,Nitrogen Fertilizer Management,Emissions,N2O,Mha/yr,0.0,0.0369525666016894,0.0739051332033788,0.1108576998050682,0.1478102664067576,0.184762833008447,0.2217153996101364,0.2586679662118258,0.2956205328135152,0.3325730994152046,0.369525666016894,0.4064782326185834,0.4434307992202728,0.4803833658219623,0.5173359324236517,0.554288499025341,0.5912410656270305,0.6281936322287199,0.6651461988304093,0.7020987654320987,0.739051332033732,0.7760038986354161,0.8129564652371002,0.8499090318387843,0.8868615984404684,0.9238141650421524,0.9607667316438366,0.9977192982455207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PD22,baseline,Agriculture,Optimal Intensity,Emissions,CO2,Mha/yr,0.0,0.0024999588822552,0.0049999177645104,0.0074998766467656,0.0099998355290209,0.0124997944112761,0.0149997532935313,0.0174997121757865,0.0199996710580418,0.022499629940297,0.0249995888225522,0.0274995477048074,0.0299995065870627,0.0324994654693179,0.0349994243515731,0.0374993832338283,0.0399993421160836,0.0424993009983388,0.044999259880594,0.0474992187628492,0.0499991776451045,0.0524991365273597,0.0549990954096149,0.0574990542918701,0.0599990131741254,0.0624989720563604,0.0649989309386143,0.0674988898208681,0.069998848703122,0.0724988075853758,0.0749987664676297,0.0774987253498835,0.0799986842321374,0.0824986431143912,0.0849986019966451,0.0874985608788989,0.0899985197611528,0.0924984786434066,0.0949984375256605,0.0974983964079143,0.0999983552901682,0.102498314172422,0.1049982730546759,0.1074982319369297,0.1099981908191836,0.1124981497014374,0.1149981085836913,0.1174980674659451,0.119998026348199,0.1224979852304528,0.1249979441127067,0.1274979029949605,0.1299978618772144,0.1324978207594682,0.1349977796417221,0.1374977385239759,0.1399976974062298,0.1424976562884836,0.1449976151707375,0.1474975740529913,0.1499975329352452
PD22,baseline,Forests & Wetlands,Peat Restoration,Emissions,CH4,Mha/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,Agriculture,Silvopasture,Emissions,CO2,Mha,0.0,0.0092227123803627,0.0184454247607254,0.0276681371410881,0.0368908495214508,0.0461135619018135,0.0553362742821763,0.064558986662539,0.0737816990429017,0.0830044114232644,0.0922271238036271,0.1014498361839899,0.1106725485643526,0.1198952609447153,0.129117973325078,0.1383406857054407,0.1475633980858035,0.1567861104661662,0.1660088228465289,0.1752315352268916,0.1844542476072543,0.193676959987617,0.2028996723679798,0.2121223847483425,0.2213450971287052,0.2213450971287329,0.2305678095090968,0.2397905218894607,0.2490132342698245,0.2582359466501884,0.2674586590305523,0.2766813714109162,0.2859040837912801,0.2951267961716439,0.3043495085520078,0.3135722209323717,0.3227949333127355,0.3320176456930994,0.3412403580734633,0.3504630704538272,0.359685782834191,0.3689084952145549,0.3781312075949188,0.3873539199752827,0.3965766323556465,0.4057993447360104,0.4150220571163743,0.4242447694967381,0.433467481877102,0.4426901942574659,0.4519129066378298,0.4611356190181936,0.4703583313985575,0.4795810437789214,0.4888037561592853,0.4980264685396491,0.507249180920013,0.5164718933003769,0.5256946056807408,0.5349173180611047,0.5441400304414685
PD22,baseline,Agriculture,Trees in Croplands,Emissions,CO2,Mha,0.0,0.0230314449064449,0.0460628898128898,0.0690943347193347,0.0921257796257796,0.1151572245322245,0.1381886694386694,0.1612201143451143,0.1842515592515592,0.2072830041580041,0.2303144490644491,0.253345893970894,0.2763773388773389,0.2994087837837838,0.3224402286902287,0.3454716735966736,0.3685031185031185,0.3915345634095634,0.4145660083160083,0.4375974532224533,0.4606288981288982,0.4836603430353431,0.506691787941788,0.5297232328482329,0.5527546777546778,0.575786122661107,0.5988175675675507,0.6218490124739944,0.6448804573804381,0.6679119022868818,0.6909433471933255,0.7139747920997692,0.7370062370062129,0.7600376819126566,0.7830691268191003,0.8061005717255441,0.8291320166319878,0.8521634615384315,0.8751949064448752,0.8982263513513189,0.9212577962577626,0.9442892411642064,0.96732068607065,0.9903521309770936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PD22,pathway,Agriculture,Biochar,Emissions,CO2,Tg dm /yr,0.0,0.0003482845283609,0.0006965690567219,0.0006965690567219,0.0006965690567219,0.0006965690567219,0.0006965690567219,0.0006965690567219,0.0008760695444157,0.0010555700321094,0.0012350705198032,0.0014145710074969,0.0015940714951906,0.0018630543155556,0.0021320371359206,0.0024010199562855,0.0026700027766505,0.0029389855970154,0.0042442488448421,0.0055495120926689,0.0068547753404956,0.0081600385883224,0.0094653018361491,0.0107606523704763,0.0120560029048036,0.0140314013066869,0.0160067997085703,0.0179821981104537,0.0193271122122784,0.0221008859176355,0.0248746596229925,0.0276484333283496,0.0280904867681924,0.0285325402080352,0.0336898303395345,0.0388471204710338,0.0398919740561168,0.0409368276411998,0.0419816812262827,0.045156428657881,0.0483311760894793,0.0485818084425069,0.0529254417095574,0.0575891879615468,0.0625843633957096,0.067920476144865,0.0736048137168475,0.0796420181286505,0.0860336618025323,0.0927778400730574,0.0998687985757576,0.1072966155564348,0.1150469599458307,0.1231009455959996,0.1314351001403911,0.140021463392223,0.1488278250543669,0.157818104973653,0.1669528716131568,0.1761899863848655,0.1854853536500157
PD22,pathway,Agriculture,Cropland Soil Health,Emissions,CO2,Mha/yr,0.0,0.0008,0.0016,0.0024,0.0032,0.004,0.0048,0.0056,0.0064,0.0072,0.008,0.0088,0.0096,0.0104,0.0112,0.0241001660294609,0.0268000730472671,0.0294999800650733,0.0426015208925151,0.0557030617199569,0.0688046025473988,0.0819061433748407,0.0950076842022825,0.1080097264643271,0.1210117687263717,0.1408397711280558,0.1606677735297398,0.1804957759314238,0.1939953110204546,0.2218369816622406,0.2496786523040266,0.2775203229458126,0.2819574211324462,0.2863945193190799,0.3381606648298055,0.3899268103405313,0.4004144969634834,0.4109021835864357,0.4213898702093879,0.4532563026406658,0.4851227350719437,0.4876384498224633,0.5312375388816623,0.578049752456972,0.6281886765398218,0.6817497487291246,0.7388061171669006,0.7994043759599412,0.863560308249654,0.9312547960136734,1.002430079990683,1.076986570869546,1.1547804209710266,1.235622061149748,1.3192758882281987,1.4054612526674617,1.4938548445730784,1.5840945104862738,1.675784457534028,1.7685017208989515,1.8618036919252572
PD22,pathway,Agriculture,Optimal Intensity,Emissions,CO2,Mha/yr,0.0,0.0050666666666666,0.0101333333333333,0.0151999999999999,0.0202666666666666,0.0253333333333333,0.0303999999999999,0.0354666666666666,0.0405333333333333,0.0455999999999999,0.0506666666666666,0.0557333333333333,0.0607999999999999,0.0658666666666666,0.0709333333333333,0.076,0.0810666666666666,0.0861333333333333,0.0911999999999999,0.0962666666666666,0.1013333333333333,0.1064,0.1114666666666666,0.1165333333333333,0.1216,0.1266666666666257,0.1317333333332896,0.1367999999999535,0.1418666666666173,0.1469333333332812,0.1519999999999451,0.157066666666609,0.1621333333332728,0.1536723338815438,0.1814487885972219,0.2092252433129,0.2148526808916608,0.2204801184704215,0.2261075560491822,0.24320630869234,0.2603050613354977,0.2616549326878257,0.285049143536434,0.3101674388564097,0.3370707661283145,0.3658103348466593,0.3964253945254712,0.4289409464292745,0.4633654594078986,0.499688675195497,0.537879601577167,0.5778848013505886,0.6196270893494955,0.6630047473808461,0.7078913565095153,0.7541363270183856,0.8015661786810669,0.8499865887592415,0.8991851844230268,0.94893501303802,0.9989985815638768
PD22,pathway,Agriculture,Silvopasture,Emissions,CO2,Mha,0.0,0.0011916666666666,0.0023833333333333,0.003575,0.0047666666666666,0.0059583333333333,0.00715,0.0083416666666666,0.0095333333333333,0.010725,0.0119166666666666,0.0131083333333333,0.0143,0.0154916666666666,0.0166833333333333,0.017875,0.0190666666666666,0.0202583333333333,0.02145,0.0226416666666666,0.0238333333333333,0.025025,0.0262166666666666,0.0274083333333333,0.0286,0.0286000000000035,0.0297916666666704,0.0309833333333372,0.032175000000004,0.0333666666666708,0.0345583333333376,0.0357500000000044,0.0369416666666712,0.0381333333333381,0.0393250000000049,0.0405166666666717,0.0417083333333385,0.0429000000000053,0.0440916666666721,0.045283333333339,0.0464750000000058,0.0476666666666726,0.0488583333333394,0.0500500000000062,0.051241666666673,0.0524333333333399,0.0536250000000067,0.0548166666666735,0.0560083333333403,0.0572000000000071,0.0583916666666739,0.0368424015308183,0.0395036345857049,0.0422691288345976,0.0451308245791653,0.0480791211398063,0.0511029584780089,0.0541899477641395,0.0573265494050916,0.0604982942885688,0.0636900413104398
PD22,pathway,Agriculture,Trees in Croplands,Emissions,CO2,Mha,0.0,0.0088625,0.017725,0.0265875,0.03545,0.0443125,0.053175,0.0620374999999999,0.0709,0.0797625,0.088625,0.0974875,0.10635,0.1152125,0.1240749999999999,0.1329375,0.1418,0.1506625,0.159525,0.1683875,0.17725,0.1861125,0.194975,0.2038375,0.2127,0.2215624999999939,0.2304249999999935,0.239287499999993,0.2481499999999925,0.2570124999999921,0.2658749999999916,0.2747374999999912,0.2835999999999907,0.2924624999999902,0.3013249999999898,0.3101874999999893,0.3190499999999889,0.3279124999999884,0.3367749999999879,0.3456374999999875,0.354499999999987,0.3633624999999865,0.3722249999999861,0.3810874999999856,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848
PD22,pathway,Forests & Wetlands,Improved Forest Mgmt,Emissions,CH4,m3/yr,0.0,132085.267432,264170.534864,396255.802296,528341.069728,660426.33716,792511.6045919999,924596.872024,1056682.139456,1188767.406888,1320852.67432,1452937.941752,1585023.2091839998,1717108.4766159998,1849193.744048,1981279.01148,3517203.75084293,4036175.347360663,4305091.461851682,4730368.303546753,5486010.417116537,5604345.675642562,5531640.979530171,5806641.169009673,6043920.093560571,6126055.105905114,6151912.424606172,6735071.012252418,7179612.636428732,7831898.825536422,8534854.199529154,9290833.3840094,10102011.18083332,10970322.053707987,11897394.643906295,12884482.533533463,13932392.930165146,15041415.418911904,16211253.383802928,17440961.099196177,18728889.78672924,20072646.07442885,21469066.23484731,22914209.280434072,24403371.434942763,25931123.68054976,27491373.030286554,29077446.95263684,30682199.065142117,32298132.922274817,33917539.56458533,35532643.581561215,37135751.86106244,38719399.013194576,40276483.68533759,41800390.60392376,43285094.12398557,44725240.24546938,46116205.35429625,47454131.25159752,48735937.24248651
PD22,pathway,Forests & Wetlands,Natural Regeneration,Emissions,CH4,Mha/yr,0.0,0.0255318181818181,0.0510636363636363,0.0765954545454545,0.1021272727272727,0.1276590909090909,0.153190909090909,0.1787227272727272,0.2042545454545454,0.2297863636363636,0.2553181818181818,0.28085,0.3063818181818181,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098,0.3098
PD22,pathway,Agriculture,Nitrogen Fertilizer Management,Emissions,N2O,Mha/yr,0.0,0.0299315789473684,0.0598631578947368,0.0897947368421052,0.1197263157894736,0.1496578947368421,0.1795894736842105,0.2095210526315789,0.2394526315789473,0.2693842105263158,0.2993157894736842,0.3292473684210526,0.359178947368421,0.3891105263157894,0.4190421052631579,0.4489736842105263,0.4789052631578947,0.5088368421052631,0.5387684210526316,0.5687,0.5986315789473229,0.6285631578946871,0.6584947368420512,0.6884263157894154,0.7183578947367795,0.7482894736841436,0.7782210526315078,0.8081526315788718,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
PD22,pathway,Forests & Wetlands,Peat Restoration,Emissions,CH4,Mha/yr,0.0,0.0061122034899396,0.0122340307996444,0.0192287549664857,0.0233959476665777,0.0249261640263492,0.0272898219870476,0.0292627292801269,0.0314733044252698,0.032922848212,0.0345501128368253,0.0359951340045079,0.0368292036102857,0.0377652573209652,0.0405357403390777,0.043286480099884,0.0459549555895633,0.0484637171193756,0.0507186651108355,0.0526075490260824,0.0539988587049637,0.05474131417959,0.0546641849184903,0.0535786772417994,0.0512806099886574,0.0475545443470176,0.0421794376551614,0.0349357521548886,0.0256137759197623,0.0140227228291905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,Forests & Wetlands,Avoided Coastal Impacts,Emissions,CH4,Mha,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
PD22,pathway,Forests & Wetlands,Avoided Forest Conversion,Emissions,CH4,Mha,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
PD22,pathway,Forests & Wetlands,Avoided Peat Impacts,Emissions,CH4,Mha,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
